GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,RCPTOTI,ESTAB,ECTGE20,EMP,PAYANN,EMPAVPW,HOURS,PAYANPW,VALADD,CSTMTOT,RCPTOT,CEXTOT
Geographic identifier code,Id2,Geographic area name,2007 NAICS code,Meaning of 2007 NAICS code,Year,Percent estimated,Number of establishments,Establishments with 20 employees or more,Number of employees,"Annual payroll ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers, nonleased employees wages ($1,000)","Value added ($1,000)","Total cost of materials ($1,000)","Total value of shipments ($1,000)","Total capital expenditures (new and used) ($1,000)"
3100000US10180,10180,"Abilene, TX Metro Area",31-33,Manufacturing,2007,2,122,32,2733,98410,2162,4498,67949,427166,452611,872629,23582
3100000US10420,10420,"Akron, OH Metro Area",31-33,Manufacturing,2007,1,1188,462,43853,1954354,31284,63255,1186451,6605980,5682210,12245104,341074
3100000US10500,10500,"Albany, GA Metro Area",31-33,Manufacturing,2007,0,121,37,6359,293109,5188,10841,225336,2307999,1294702,3634275,106183
3100000US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",31-33,Manufacturing,2007,1,644,206,21188,1042708,14420,29092,615002,3819979,3846533,7638749,206132
3100000US10740,10740,"Albuquerque, NM Metro Area",31-33,Manufacturing,2007,0,772,181,23520,1084617,15635,30801,630560,5588234,2835371,8364050,D
3100000US10780,10780,"Alexandria, LA Metro Area",31-33,Manufacturing,2007,0,90,27,4781,203942,3449,6805,143978,2901326,1456620,4348658,58420
3100000US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",31-33,Manufacturing,2007,0,951,338,38581,1779003,25938,51830,1000260,7542530,6196934,13681164,446315
3100000US11020,11020,"Altoona, PA Metro Area",31-33,Manufacturing,2007,0,139,54,7282,285566,5255,10377,182195,1004338,933119,1931222,40125
3100000US11100,11100,"Amarillo, TX Metro Area",31-33,Manufacturing,2007,2,209,39,8141,316301,6425,13550,227452,1242496,3314688,4404519,63970
3100000US11180,11180,"Ames, IA Metro Area",31-33,Manufacturing,2007,0,75,35,4668,213399,2995,6267,118487,D,D,1970829,41167
3100000US11260,11260,"Anchorage, AK Metro Area",31-33,Manufacturing,2007,2,230,36,2522,99927,1705,3218,61002,285144,246455,527634,17824
3100000US11300,11300,"Anderson, IN Metro Area",31-33,Manufacturing,2007,0,118,30,4652,191848,3445,7040,119205,408347,635858,1046853,45041
3100000US11340,11340,"Anderson, SC Metro Area",31-33,Manufacturing,2007,0,222,80,12655,495208,9804,20796,337448,1433238,3473744,4886331,136449
3100000US11460,11460,"Ann Arbor, MI Metro Area",31-33,Manufacturing,2007,2,324,115,15543,881417,10908,23059,565210,2049452,3290273,5331756,228125
3100000US11500,11500,"Anniston-Oxford, AL Metro Area",31-33,Manufacturing,2007,1,141,47,6961,279304,5323,11100,180255,1233965,1506823,2679991,66702
3100000US11540,11540,"Appleton, WI Metro Area",31-33,Manufacturing,2007,0,415,178,22900,1044131,16869,35304,698973,3080296,5043200,8157804,221647
3100000US11700,11700,"Asheville, NC Metro Area",31-33,Manufacturing,2007,1,517,162,21057,863497,14834,30731,526013,D,D,6271524,D
3100000US12020,12020,"Athens-Clarke County, GA Metro Area",31-33,Manufacturing,2007,1,165,55,7971,300537,6378,12346,215841,1133861,1080080,2219700,78302
3100000US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",31-33,Manufacturing,2007,1,4312,1331,161018,6922005,114450,230781,4031370,25511888,33209150,58521501,1398448
3100000US12100,12100,"Atlantic City, NJ Metro Area",31-33,Manufacturing,2007,4,140,34,2974,113792,2343,4692,75417,D,D,D,15821
3100000US12220,12220,"Auburn-Opelika, AL Metro Area",31-33,Manufacturing,2007,1,123,50,i,D,D,D,D,D,D,D,D
3100000US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",31-33,Manufacturing,2007,0,348,140,24428,1145346,17681,37709,728895,5745377,6898141,12650586,608135
3100000US12420,12420,"Austin-Round Rock, TX Metro Area",31-33,Manufacturing,2007,0,1254,316,47630,2345739,29844,60344,1155311,16816791,14517668,31352521,2184177
3100000US12540,12540,"Bakersfield, CA Metro Area",31-33,Manufacturing,2007,3,390,104,12789,583716,9809,18308,347580,3450564,6173191,9456205,220835
3100000US12580,12580,"Baltimore-Towson, MD Metro Area",31-33,Manufacturing,2007,1,1923,589,70099,3738062,42815,86164,1745076,12701340,11462760,24306480,805996
3100000US12620,12620,"Bangor, ME Metro Area",31-33,Manufacturing,2007,3,155,45,4795,171867,3392,6428,120682,588607,510594,1088511,41001
3100000US12700,12700,"Barnstable Town, MA Metro Area",31-33,Manufacturing,2007,1,210,28,2461,110281,1396,2650,D,325222,212461,533264,12773
3100000US12940,12940,"Baton Rouge, LA Metro Area",31-33,Manufacturing,2007,0,593,189,24773,1555105,16892,36515,951408,D,D,D,D
3100000US12980,12980,"Battle Creek, MI Metro Area",31-33,Manufacturing,2007,0,179,79,11532,537450,8644,17691,370377,2526034,2430758,4953967,175240
3100000US13020,13020,"Bay City, MI Metro Area",31-33,Manufacturing,2007,0,126,40,3532,191186,2663,5484,127985,524724,590168,1107212,34781
3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",31-33,Manufacturing,2007,0,334,146,21563,1369360,16136,34279,941475,9248106,46354657,55089593,1223622
3100000US13380,13380,"Bellingham, WA Metro Area",31-33,Manufacturing,2007,0,334,98,10165,467238,7200,14254,281334,2564749,9560165,11809690,193690
3100000US13460,13460,"Bend, OR Metro Area",31-33,Manufacturing,2007,2,299,50,5359,201741,3643,7074,110283,480017,410823,897387,32217
3100000US13740,13740,"Billings, MT Metro Area",31-33,Manufacturing,2007,2,199,34,4019,192402,2598,5037,122528,1890303,3931162,5749027,130885
3100000US13780,13780,"Binghamton, NY Metro Area",31-33,Manufacturing,2007,0,248,94,12807,547321,8391,16514,258976,1440932,1593256,3061130,68489
3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",31-33,Manufacturing,2007,1,1124,370,43380,1858171,31224,64219,1183913,6728002,7441252,14083714,459574
3100000US13900,13900,"Bismarck, ND Metro Area",31-33,Manufacturing,2007,2,112,20,3008,128694,2236,4470,82566,448776,2014570,2444213,46742
3100000US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",31-33,Manufacturing,2007,0,144,62,12277,563753,9137,18482,310575,2265691,2314608,4578745,69734
3100000US14020,14020,"Bloomington, IN Metro Area",31-33,Manufacturing,2007,0,165,40,8676,358601,5833,12257,195091,1229590,890326,2098277,84934
3100000US14060,14060,"Bloomington-Normal, IL Metro Area",31-33,Manufacturing,2007,0,115,37,5497,270463,4112,7502,177576,553039,2028116,2578827,95431
3100000US14260,14260,"Boise City-Nampa, ID Metro Area",31-33,Manufacturing,2007,0,686,171,31240,1593155,21704,43031,927007,5130246,2779050,7792322,651781
3100000US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",31-33,Manufacturing,2007,1,5111,1659,195861,11207101,111718,223004,4600279,35901315,25772352,61691318,1974685
3100000US14500,14500,"Boulder, CO Metro Area",31-33,Manufacturing,2007,2,534,146,16791,896896,8940,17450,317551,2665659,1330984,3855872,133147
3100000US14540,14540,"Bowling Green, KY Metro Area",31-33,Manufacturing,2007,1,123,50,9585,420712,7400,14067,290043,1874623,2645436,4553422,102415
3100000US14740,14740,"Bremerton-Silverdale, WA Metro Area",31-33,Manufacturing,2007,2,163,26,2154,78324,1529,2799,46647,D,D,D,11188
3100000US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",31-33,Manufacturing,2007,1,1029,295,42123,2455366,24454,46814,1090196,13458783,6525018,20028377,602023
3100000US15180,15180,"Brownsville-Harlingen, TX Metro Area",31-33,Manufacturing,2007,4,221,48,i,D,D,D,D,D,D,D,D
3100000US15260,15260,"Brunswick, GA Metro Area",31-33,Manufacturing,2007,0,90,19,2703,127959,2035,4037,85920,331391,709612,1039920,61098
3100000US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",31-33,Manufacturing,2007,1,1381,479,58267,2971516,40118,81866,1800583,9659754,9682663,19306856,464881
3100000US15500,15500,"Burlington, NC Metro Area",31-33,Manufacturing,2007,1,236,106,11733,444964,8861,17583,270891,1580258,1558420,3163071,82510
3100000US15540,15540,"Burlington-South Burlington, VT Metro Area",31-33,Manufacturing,2007,0,267,82,14916,825899,8112,16082,341032,1950445,4258563,6278427,176131
3100000US15940,15940,"Canton-Massillon, OH Metro Area",31-33,Manufacturing,2007,0,591,210,28877,1239007,21017,42006,804149,4079844,6701206,10732040,316904
3100000US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",31-33,Manufacturing,2007,2,403,69,5988,222612,4172,8353,130808,672939,498270,1181824,45219
3100000US16180,16180,"Carson City, NV Metro Area",31-33,Manufacturing,2007,2,143,39,3528,141714,2509,5137,71684,387624,237172,621630,25867
3100000US16220,16220,"Casper, WY Metro Area",31-33,Manufacturing,2007,0,94,31,2525,114946,2041,4394,83018,394627,876270,1230635,25905
3100000US16300,16300,"Cedar Rapids, IA Metro Area",31-33,Manufacturing,2007,0,297,114,19479,1183263,10166,20784,450664,4956772,3781841,8586734,178442
3100000US16580,16580,"Champaign-Urbana, IL Metro Area",31-33,Manufacturing,2007,3,178,56,10029,375293,7907,15168,262812,1321216,2325416,3636274,107776
3100000US16620,16620,"Charleston, WV Metro Area",31-33,Manufacturing,2007,0,184,51,5767,318686,4095,9087,209565,1416924,3113847,4491459,215770
3100000US16700,16700,"Charleston-North Charleston, SC Metro Area",31-33,Manufacturing,2007,1,493,160,22043,1041912,15848,33918,641154,5520922,7800902,13226823,428702
3100000US16740,16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",31-33,Manufacturing,2007,1,1926,637,75520,3256219,55036,109991,1956665,22683420,14431429,37009656,693980
3100000US16820,16820,"Charlottesville, VA Metro Area",31-33,Manufacturing,2007,2,167,37,3650,D,2371,4440,85228,661725,431341,1087327,20708
3100000US16860,16860,"Chattanooga, TN-GA Metro Area",31-33,Manufacturing,2007,1,653,234,37654,1484351,28215,56803,938757,5098051,6334535,11406249,348195
3100000US16940,16940,"Cheyenne, WY Metro Area",31-33,Manufacturing,2007,8,61,19,1710,80855,1228,2441,49464,1556486,865270,2420198,D
3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",31-33,Manufacturing,2007,1,12022,4234,482380,24318973,327891,679125,13083498,81719510,97323564,177305357,4909782
3100000US17020,17020,"Chico, CA Metro Area",31-33,Manufacturing,2007,3,224,54,4404,150551,3052,5362,88840,503091,486856,987397,28320
3100000US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",31-33,Manufacturing,2007,1,2531,949,125573,6169691,83871,170016,3437825,23891258,26634472,50675746,1181551
3100000US17300,17300,"Clarksville, TN-KY Metro Area",31-33,Manufacturing,2007,1,169,70,12535,496645,9996,21078,346388,1900480,2457123,4357271,149440
3100000US17420,17420,"Cleveland, TN Metro Area",31-33,Manufacturing,2007,0,144,48,9807,340175,7440,13507,236367,2783614,1954972,4730947,60640
3100000US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",31-33,Manufacturing,2007,1,3774,1264,141166,6876555,99375,205167,4183554,21150367,21044939,42181134,1086873
3100000US17660,17660,"Coeur d'Alene, ID Metro Area",31-33,Manufacturing,2007,1,246,55,4401,163346,3191,6228,98730,396535,592619,992158,39763
3100000US17780,17780,"College Station-Bryan, TX Metro Area",31-33,Manufacturing,2007,1,134,43,5316,181879,3968,8501,107180,506955,552544,1059619,24625
3100000US17820,17820,"Colorado Springs, CO Metro Area",31-33,Manufacturing,2007,3,516,102,14448,693165,9144,18548,327528,3654619,1394444,5075250,393685
3100000US17860,17860,"Columbia, MO Metro Area",31-33,Manufacturing,2007,0,107,27,4831,192883,3596,6761,115731,688253,899930,1605892,D
